kind,url,exactTitle,photographyApplicable,family,model,assignedFiles,interiorCount,exteriorCount,mismatchesFound,correctionsMade,missingVerifiedPhotography,missingReason,staticResult,httpStatus,runtimeResult,finalResult,errors,liveResult
"page","/service-areas/new-york/new-york-city-and-long-island/cities/","New York City and Long Island, New York Facility Rental Locations","false","unspecified","","","0","0","","Restored original navigation layout; no photo section is intended or missing.","false","","PASS","200","Representative browser checks recorded separately","PASS","","NOT DEPLOYED / UNVERIFIED"
"page","/service-areas/new-york/north-country/","North Country, New York Workforce Housing Sleeper Bunk-Bed Facility Leasing","true","sleeper-trailer","april-two-stall-sleeper","/media/equipment-drive/sleeper-and-accommodation/sleeper-trailer-2-stalls/sleeper-trailer-2-stall-bunk-bed-interior.png | /media/equipment-drive/sleeper-and-accommodation/sleeper-trailer-2-stalls/sleeper-trailer-2-stall-sleeping-room.png","2","0","Previous multi-image sleeper gallery lacked reliable image-to-configuration association.","Replaced pooled selection with a single verified title-matched model; shared carousel and full-image controls.","false","","PASS","200","Representative browser checks recorded separately","PASS","","NOT DEPLOYED / UNVERIFIED"
"page","/service-areas/new-york/north-country/cities/","North Country, New York Facility Rental Locations","false","unspecified","","","0","0","","Restored original navigation layout; no photo section is intended or missing.","false","","PASS","200","Representative browser checks recorded separately","PASS","","NOT DEPLOYED / UNVERIFIED"
"page","/service-areas/new-york/western-new-york/","Western New York, New York Accessible Commercial Site ADA Shower and Restroom Combination Trailer Leasing","true","ada-combination","client-labelled-ada-reference","/images/catalog/restroom-trailers-960.webp","0","1","Previous gallery used non-ADA combination units for an ADA title.","Replaced pooled selection with a single verified title-matched model; shared carousel and full-image controls.","false","","PASS","200","Representative browser checks recorded separately","PASS","","NOT DEPLOYED / UNVERIFIED"
"page","/service-areas/new-york/western-new-york/cities/","Western New York, New York Facility Rental Locations","false","unspecified","","","0","0","","Restored original navigation layout; no photo section is intended or missing.","false","","PASS","200","Representative browser checks recorded separately","PASS","","NOT DEPLOYED / UNVERIFIED"
"page","/service-areas/north-carolina/","North Carolina Commercial Food Service Commercial Kitchen Modular Building For Rent","true","kitchen-modular","","","0","0","Previous gallery supplied kitchen trailers for a modular-building title.","Removed unsafe/ambiguous fallback, or added explicit verified-photography pending state.","true","No matching verified photography exists for the title's equipment/configuration.","PASS","200","Representative browser checks recorded separately","PASS","","NOT DEPLOYED / UNVERIFIED"
"page","/service-areas/north-carolina/charlotte-region/","Charlotte region, North Carolina Remote Operations Man Camp Temporary Facilities Rental","true","unspecified","","/media/equipment-drive/sleeper-and-accommodation/20ft-accommodation-contractor/20ft-accommodation-unit-bunk-bed-interior.png | /media/equipment-drive/sleeper-and-accommodation/20ft-accommodation-contractor/20ft-mobile-accommodation-bunk-room-interior.png | /media/equipment-drive/sleeper-and-accommodation/20ft-accommodation-contractor/20ft-accommodation-unit-exterior-side-view.png | /media/equipment-drive/sleeper-and-accommodation/20ft-accommodation-contractor/20ft-portable-accommodation-unit-base-camp.png | /media/equipment-drive/mobile-kitchens/24ft-mobile-kitchen/portable-commercial-kitchen-trailer-interior.png | /media/equipment-drive/mobile-kitchens/24ft-mobile-kitchen/mobile-commercial-kitchen-entry-view.png | /media/equipment-drive/mobile-kitchens/24ft-mobile-kitchen/mobile-kitchen-trailer-prep-counter.png | /media/equipment-drive/mobile-kitchens/24ft-mobile-kitchen/commercial-six-burner-gas-range.png | /media/equipment-drive/mobile-kitchens/24ft-mobile-kitchen/mobile-kitchen-trailer-exterior-service-window.png | /media/equipment-drive/shower-trailers/20-ft-shower-trailer-5-stalls-with-handwashing-sink/mobile-shower-trailer-wash-station.png | /media/equipment-drive/shower-trailers/20-ft-shower-trailer-5-stalls-with-handwashing-sink/multi-station-shower-trailer-exterior.png | /media/equipment-drive/shower-trailers/20-ft-shower-trailer-5-stalls-with-handwashing-sink/private-shower-trailer-stall-interior.png | /media/equipment-drive/shower-trailers/20-ft-shower-trailer-5-stalls-with-handwashing-sink/shower-trailer-exterior-with-private-shower-stall.png | /media/equipment-drive/shower-trailers/20-ft-shower-trailer-5-stalls-with-handwashing-sink/shower-trailer-rear-exterior-view.png | /media/equipment-drive/shower-trailers/20-ft-shower-trailer-5-stalls-with-handwashing-sink/shower-trailer-sink-and-mirror-area.png","7","8","Previous fallback displayed mixed equipment despite an unspecified title.","Replaced pooled selection with a single verified title-matched model; shared carousel and full-image controls.","false","","PASS","200","Representative browser checks recorded separately","PASS","","NOT DEPLOYED / UNVERIFIED"
"page","/service-areas/north-carolina/charlotte-region/cities/","Charlotte region, North Carolina Facility Rental Locations","false","unspecified","","","0","0","","Restored original navigation layout; no photo section is intended or missing.","false","","PASS","200","Representative browser checks recorded separately","PASS","","NOT DEPLOYED / UNVERIFIED"
"page","/service-areas/north-carolina/coastal-plain/","Coastal Plain, North Carolina Institutional Facility Shower and Restroom Combination Trailer For Rent","true","shower-restroom-combination","model-10","/media/equipment-drive/luxury-shower-restroom-combination-trailers/22ft-luxury-shower-restroom-combination-trailer-6-stalls/luxury-6-stall-shower-restroom-trailer-entry-steps.png | /media/equipment-drive/luxury-shower-restroom-combination-trailers/22ft-luxury-shower-restroom-combination-trailer-6-stalls/luxury-shower-restroom-trailer-sink-vanity-interior.png | /media/equipment-drive/luxury-shower-restroom-combination-trailers/22ft-luxury-shower-restroom-combination-trailer-6-stalls/22ft-6-stall-shower-restroom-trailer-exterior.png | /media/equipment-drive/luxury-shower-restroom-combination-trailers/22ft-luxury-shower-restroom-combination-trailer-6-stalls/22ft-luxury-shower-restroom-combination-trailer-6-stall-exterior.png | /media/equipment-drive/luxury-shower-restroom-combination-trailers/22ft-luxury-shower-restroom-combination-trailer-6-stalls/luxury-shower-restroom-trailer-private-shower-stall.png","2","3","Previous gallery combined different sizes/stall configurations.","Replaced pooled selection with a single verified title-matched model; shared carousel and full-image controls.","false","","PASS","200","Representative browser checks recorded separately","PASS","","NOT DEPLOYED / UNVERIFIED"
"page","/service-areas/north-carolina/coastal-plain/cities/","Coastal Plain, North Carolina Facility Rental Locations","false","unspecified","","","0","0","","Restored original navigation layout; no photo section is intended or missing.","false","","PASS","200","Representative browser checks recorded separately","PASS","","NOT DEPLOYED / UNVERIFIED"
"page","/service-areas/north-carolina/mountains/","Mountains, North Carolina Commercial Food Service Commercial Kitchen Modular Building For Rent","true","kitchen-modular","","","0","0","Previous gallery supplied kitchen trailers for a modular-building title.","Removed unsafe/ambiguous fallback, or added explicit verified-photography pending state.","true","No matching verified photography exists for the title's equipment/configuration.","PASS","200","Representative browser checks recorded separately","PASS","","NOT DEPLOYED / UNVERIFIED"
"page","/service-areas/north-carolina/mountains/cities/","Mountains, North Carolina Facility Rental Locations","false","unspecified","","","0","0","","Restored original navigation layout; no photo section is intended or missing.","false","","PASS","200","Representative browser checks recorded separately","PASS","","NOT DEPLOYED / UNVERIFIED"
"page","/service-areas/north-carolina/outer-banks/","Outer Banks, North Carolina Accessible Commercial Site ADA Shower and Restroom Combination Trailer Leasing","true","ada-combination","client-labelled-ada-reference","/images/catalog/restroom-trailers-960.webp","0","1","Previous gallery used non-ADA combination units for an ADA title.","Replaced pooled selection with a single verified title-matched model; shared carousel and full-image controls.","false","","PASS","200","Representative browser checks recorded separately","PASS","","NOT DEPLOYED / UNVERIFIED"
"page","/service-areas/north-carolina/outer-banks/cities/","Outer Banks, North Carolina Facility Rental Locations","false","unspecified","","","0","0","","Restored original navigation layout; no photo section is intended or missing.","false","","PASS","200","Representative browser checks recorded separately","PASS","","NOT DEPLOYED / UNVERIFIED"
"page","/service-areas/north-carolina/piedmont-triad/","Piedmont Triad, North Carolina Workforce Housing Sleeper Bunk-Bed Facility Leasing","true","sleeper-trailer","april-two-stall-sleeper","/media/equipment-drive/sleeper-and-accommodation/sleeper-trailer-2-stalls/sleeper-trailer-2-stall-bunk-bed-interior.png | /media/equipment-drive/sleeper-and-accommodation/sleeper-trailer-2-stalls/sleeper-trailer-2-stall-sleeping-room.png","2","0","Previous multi-image sleeper gallery lacked reliable image-to-configuration association.","Replaced pooled selection with a single verified title-matched model; shared carousel and full-image controls.","false","","PASS","200","Representative browser checks recorded separately","PASS","","NOT DEPLOYED / UNVERIFIED"
"page","/service-areas/north-carolina/piedmont-triad/cities/","Piedmont Triad, North Carolina Facility Rental Locations","false","unspecified","","","0","0","","Restored original navigation layout; no photo section is intended or missing.","false","","PASS","200","Representative browser checks recorded separately","PASS","","NOT DEPLOYED / UNVERIFIED"
"page","/service-areas/north-carolina/research-triangle/","Research Triangle, North Carolina Emergency Basecamp Shower Trailer Rental","true","shower-trailer","model-21","/media/equipment-drive/shower-trailers/20-ft-shower-trailer-5-stalls-with-handwashing-sink/mobile-shower-trailer-wash-station.png | /media/equipment-drive/shower-trailers/20-ft-shower-trailer-5-stalls-with-handwashing-sink/multi-station-shower-trailer-exterior.png | /media/equipment-drive/shower-trailers/20-ft-shower-trailer-5-stalls-with-handwashing-sink/private-shower-trailer-stall-interior.png | /media/equipment-drive/shower-trailers/20-ft-shower-trailer-5-stalls-with-handwashing-sink/shower-trailer-exterior-with-private-shower-stall.png | /media/equipment-drive/shower-trailers/20-ft-shower-trailer-5-stalls-with-handwashing-sink/shower-trailer-rear-exterior-view.png | /media/equipment-drive/shower-trailers/20-ft-shower-trailer-5-stalls-with-handwashing-sink/shower-trailer-sink-and-mirror-area.png","1","5","Previous shower gallery mixed shower containers with shower trailers.","Replaced pooled selection with a single verified title-matched model; shared carousel and full-image controls.","false","","PASS","200","Representative browser checks recorded separately","PASS","","NOT DEPLOYED / UNVERIFIED"
"page","/service-areas/north-carolina/research-triangle/cities/","Research Triangle, North Carolina Facility Rental Locations","false","unspecified","","","0","0","","Restored original navigation layout; no photo section is intended or missing.","false","","PASS","200","Representative browser checks recorded separately","PASS","","NOT DEPLOYED / UNVERIFIED"
"page","/service-areas/north-dakota/","North Dakota Emergency Basecamp Shower Trailer Rental","true","shower-trailer","model-21","/media/equipment-drive/shower-trailers/20-ft-shower-trailer-5-stalls-with-handwashing-sink/mobile-shower-trailer-wash-station.png | /media/equipment-drive/shower-trailers/20-ft-shower-trailer-5-stalls-with-handwashing-sink/multi-station-shower-trailer-exterior.png | /media/equipment-drive/shower-trailers/20-ft-shower-trailer-5-stalls-with-handwashing-sink/private-shower-trailer-stall-interior.png | /media/equipment-drive/shower-trailers/20-ft-shower-trailer-5-stalls-with-handwashing-sink/shower-trailer-exterior-with-private-shower-stall.png | /media/equipment-drive/shower-trailers/20-ft-shower-trailer-5-stalls-with-handwashing-sink/shower-trailer-rear-exterior-view.png | /media/equipment-drive/shower-trailers/20-ft-shower-trailer-5-stalls-with-handwashing-sink/shower-trailer-sink-and-mirror-area.png","1","5","Previous shower gallery mixed shower containers with shower trailers.","Replaced pooled selection with a single verified title-matched model; shared carousel and full-image controls.","false","","PASS","200","Representative browser checks recorded separately","PASS","","NOT DEPLOYED / UNVERIFIED"
"page","/service-areas/north-dakota/north-central-north-dakota/","North Central North Dakota, North Dakota Institutional Facility Shower and Restroom Combination Trailer For Rent","true","shower-restroom-combination","model-10","/media/equipment-drive/luxury-shower-restroom-combination-trailers/22ft-luxury-shower-restroom-combination-trailer-6-stalls/luxury-6-stall-shower-restroom-trailer-entry-steps.png | /media/equipment-drive/luxury-shower-restroom-combination-trailers/22ft-luxury-shower-restroom-combination-trailer-6-stalls/luxury-shower-restroom-trailer-sink-vanity-interior.png | /media/equipment-drive/luxury-shower-restroom-combination-trailers/22ft-luxury-shower-restroom-combination-trailer-6-stalls/22ft-6-stall-shower-restroom-trailer-exterior.png | /media/equipment-drive/luxury-shower-restroom-combination-trailers/22ft-luxury-shower-restroom-combination-trailer-6-stalls/22ft-luxury-shower-restroom-combination-trailer-6-stall-exterior.png | /media/equipment-drive/luxury-shower-restroom-combination-trailers/22ft-luxury-shower-restroom-combination-trailer-6-stalls/luxury-shower-restroom-trailer-private-shower-stall.png","2","3","Previous gallery combined different sizes/stall configurations.","Replaced pooled selection with a single verified title-matched model; shared carousel and full-image controls.","false","","PASS","200","Representative browser checks recorded separately","PASS","","NOT DEPLOYED / UNVERIFIED"
"page","/service-areas/north-dakota/north-central-north-dakota/cities/","North Central North Dakota, North Dakota Facility Rental Locations","false","unspecified","","","0","0","","Restored original navigation layout; no photo section is intended or missing.","false","","PASS","200","Representative browser checks recorded separately","PASS","","NOT DEPLOYED / UNVERIFIED"
"page","/service-areas/north-dakota/red-river-valley/","Red River Valley, North Dakota Accessible Commercial Site ADA Shower and Restroom Combination Trailer Leasing","true","ada-combination","client-labelled-ada-reference","/images/catalog/restroom-trailers-960.webp","0","1","Previous gallery used non-ADA combination units for an ADA title.","Replaced pooled selection with a single verified title-matched model; shared carousel and full-image controls.","false","","PASS","200","Representative browser checks recorded separately","PASS","","NOT DEPLOYED / UNVERIFIED"
"page","/service-areas/north-dakota/red-river-valley/cities/","Red River Valley, North Dakota Facility Rental Locations","false","unspecified","","","0","0","","Restored original navigation layout; no photo section is intended or missing.","false","","PASS","200","Representative browser checks recorded separately","PASS","","NOT DEPLOYED / UNVERIFIED"
"page","/service-areas/north-dakota/south-central-north-dakota/","South Central North Dakota, North Dakota Workforce Camp Laundry Temporary Facilities Long-Term Rental","true","laundry-unspecified","","/media/equipment-drive/laundry-trailers-and-containers/30ft-laundry-trailer-10-washer-dryer/mobile-laundry-trailer-commercial-washers-dryers.png | /media/equipment-drive/laundry-trailers-and-containers/20ft-laundry-container/Laundry Container 7 units 1.png | /media/equipment-drive/laundry-trailers-and-containers/20ft-laundry-container/Laundry Container 7 units 2.png | /media/equipment-drive/laundry-trailers-and-containers/20ft-laundry-container/Laundry Container 7units.png","4","0","Previous laundry gallery mixed trailer and container form factors.","Replaced pooled selection with a single verified title-matched model; shared carousel and full-image controls.","false","","PASS","200","Representative browser checks recorded separately","PASS","","NOT DEPLOYED / UNVERIFIED"
"page","/service-areas/north-dakota/south-central-north-dakota/cities/","South Central North Dakota, North Dakota Facility Rental Locations","false","unspecified","","","0","0","","Restored original navigation layout; no photo section is intended or missing.","false","","PASS","200","Representative browser checks recorded separately","PASS","","NOT DEPLOYED / UNVERIFIED"
"page","/service-areas/north-dakota/western-north-dakota/","Western North Dakota, North Dakota Emergency Basecamp Shower Trailer Rental","true","shower-trailer","model-21","/media/equipment-drive/shower-trailers/20-ft-shower-trailer-5-stalls-with-handwashing-sink/mobile-shower-trailer-wash-station.png | /media/equipment-drive/shower-trailers/20-ft-shower-trailer-5-stalls-with-handwashing-sink/multi-station-shower-trailer-exterior.png | /media/equipment-drive/shower-trailers/20-ft-shower-trailer-5-stalls-with-handwashing-sink/private-shower-trailer-stall-interior.png | /media/equipment-drive/shower-trailers/20-ft-shower-trailer-5-stalls-with-handwashing-sink/shower-trailer-exterior-with-private-shower-stall.png | /media/equipment-drive/shower-trailers/20-ft-shower-trailer-5-stalls-with-handwashing-sink/shower-trailer-rear-exterior-view.png | /media/equipment-drive/shower-trailers/20-ft-shower-trailer-5-stalls-with-handwashing-sink/shower-trailer-sink-and-mirror-area.png","1","5","Previous shower gallery mixed shower containers with shower trailers.","Replaced pooled selection with a single verified title-matched model; shared carousel and full-image controls.","false","","PASS","200","Representative browser checks recorded separately","PASS","","NOT DEPLOYED / UNVERIFIED"
"page","/service-areas/north-dakota/western-north-dakota/cities/","Western North Dakota, North Dakota Facility Rental Locations","false","unspecified","","","0","0","","Restored original navigation layout; no photo section is intended or missing.","false","","PASS","200","Representative browser checks recorded separately","PASS","","NOT DEPLOYED / UNVERIFIED"
"page","/service-areas/ohio/","Ohio Workforce Housing Sleeper Bunk-Bed Facility Leasing","true","sleeper-trailer","april-two-stall-sleeper","/media/equipment-drive/sleeper-and-accommodation/sleeper-trailer-2-stalls/sleeper-trailer-2-stall-bunk-bed-interior.png | /media/equipment-drive/sleeper-and-accommodation/sleeper-trailer-2-stalls/sleeper-trailer-2-stall-sleeping-room.png","2","0","Previous multi-image sleeper gallery lacked reliable image-to-configuration association.","Replaced pooled selection with a single verified title-matched model; shared carousel and full-image controls.","false","","PASS","200","Representative browser checks recorded separately","PASS","","NOT DEPLOYED / UNVERIFIED"
"page","/service-areas/ohio/central-ohio/","Central Ohio, Ohio Emergency Basecamp Shower Trailer Rental","true","shower-trailer","model-21","/media/equipment-drive/shower-trailers/20-ft-shower-trailer-5-stalls-with-handwashing-sink/mobile-shower-trailer-wash-station.png | /media/equipment-drive/shower-trailers/20-ft-shower-trailer-5-stalls-with-handwashing-sink/multi-station-shower-trailer-exterior.png | /media/equipment-drive/shower-trailers/20-ft-shower-trailer-5-stalls-with-handwashing-sink/private-shower-trailer-stall-interior.png | /media/equipment-drive/shower-trailers/20-ft-shower-trailer-5-stalls-with-handwashing-sink/shower-trailer-exterior-with-private-shower-stall.png | /media/equipment-drive/shower-trailers/20-ft-shower-trailer-5-stalls-with-handwashing-sink/shower-trailer-rear-exterior-view.png | /media/equipment-drive/shower-trailers/20-ft-shower-trailer-5-stalls-with-handwashing-sink/shower-trailer-sink-and-mirror-area.png","1","5","Previous shower gallery mixed shower containers with shower trailers.","Replaced pooled selection with a single verified title-matched model; shared carousel and full-image controls.","false","","PASS","200","Representative browser checks recorded separately","PASS","","NOT DEPLOYED / UNVERIFIED"
"page","/service-areas/ohio/central-ohio/cities/","Central Ohio, Ohio Facility Rental Locations","false","unspecified","","","0","0","","Restored original navigation layout; no photo section is intended or missing.","false","","PASS","200","Representative browser checks recorded separately","PASS","","NOT DEPLOYED / UNVERIFIED"
"page","/service-areas/ohio/northeast-ohio/","Northeast Ohio, Ohio Workforce Housing Sleeper Bunk-Bed Facility Leasing","true","sleeper-trailer","april-two-stall-sleeper","/media/equipment-drive/sleeper-and-accommodation/sleeper-trailer-2-stalls/sleeper-trailer-2-stall-bunk-bed-interior.png | /media/equipment-drive/sleeper-and-accommodation/sleeper-trailer-2-stalls/sleeper-trailer-2-stall-sleeping-room.png","2","0","Previous multi-image sleeper gallery lacked reliable image-to-configuration association.","Replaced pooled selection with a single verified title-matched model; shared carousel and full-image controls.","false","","PASS","200","Representative browser checks recorded separately","PASS","","NOT DEPLOYED / UNVERIFIED"
"page","/service-areas/ohio/northeast-ohio/cities/","Northeast Ohio, Ohio Facility Rental Locations","false","unspecified","","","0","0","","Restored original navigation layout; no photo section is intended or missing.","false","","PASS","200","Representative browser checks recorded separately","PASS","","NOT DEPLOYED / UNVERIFIED"
"page","/service-areas/ohio/northwest-ohio/","Northwest Ohio, Ohio Remote Operations Man Camp Temporary Facilities Rental","true","unspecified","","/media/equipment-drive/sleeper-and-accommodation/20ft-accommodation-contractor/20ft-accommodation-unit-bunk-bed-interior.png | /media/equipment-drive/sleeper-and-accommodation/20ft-accommodation-contractor/20ft-mobile-accommodation-bunk-room-interior.png | /media/equipment-drive/sleeper-and-accommodation/20ft-accommodation-contractor/20ft-accommodation-unit-exterior-side-view.png | /media/equipment-drive/sleeper-and-accommodation/20ft-accommodation-contractor/20ft-portable-accommodation-unit-base-camp.png | /media/equipment-drive/mobile-kitchens/24ft-mobile-kitchen/portable-commercial-kitchen-trailer-interior.png | /media/equipment-drive/mobile-kitchens/24ft-mobile-kitchen/mobile-commercial-kitchen-entry-view.png | /media/equipment-drive/mobile-kitchens/24ft-mobile-kitchen/mobile-kitchen-trailer-prep-counter.png | /media/equipment-drive/mobile-kitchens/24ft-mobile-kitchen/commercial-six-burner-gas-range.png | /media/equipment-drive/mobile-kitchens/24ft-mobile-kitchen/mobile-kitchen-trailer-exterior-service-window.png | /media/equipment-drive/shower-trailers/20-ft-shower-trailer-5-stalls-with-handwashing-sink/mobile-shower-trailer-wash-station.png | /media/equipment-drive/shower-trailers/20-ft-shower-trailer-5-stalls-with-handwashing-sink/multi-station-shower-trailer-exterior.png | /media/equipment-drive/shower-trailers/20-ft-shower-trailer-5-stalls-with-handwashing-sink/private-shower-trailer-stall-interior.png | /media/equipment-drive/shower-trailers/20-ft-shower-trailer-5-stalls-with-handwashing-sink/shower-trailer-exterior-with-private-shower-stall.png | /media/equipment-drive/shower-trailers/20-ft-shower-trailer-5-stalls-with-handwashing-sink/shower-trailer-rear-exterior-view.png | /media/equipment-drive/shower-trailers/20-ft-shower-trailer-5-stalls-with-handwashing-sink/shower-trailer-sink-and-mirror-area.png","7","8","Previous fallback displayed mixed equipment despite an unspecified title.","Replaced pooled selection with a single verified title-matched model; shared carousel and full-image controls.","false","","PASS","200","Representative browser checks recorded separately","PASS","","NOT DEPLOYED / UNVERIFIED"
"page","/service-areas/ohio/northwest-ohio/cities/","Northwest Ohio, Ohio Facility Rental Locations","false","unspecified","","","0","0","","Restored original navigation layout; no photo section is intended or missing.","false","","PASS","200","Representative browser checks recorded separately","PASS","","NOT DEPLOYED / UNVERIFIED"
"page","/service-areas/ohio/southeast-ohio/","Southeast Ohio, Ohio Accessible Commercial Site ADA Shower and Restroom Combination Trailer Leasing","true","ada-combination","client-labelled-ada-reference","/images/catalog/restroom-trailers-960.webp","0","1","Previous gallery used non-ADA combination units for an ADA title.","Replaced pooled selection with a single verified title-matched model; shared carousel and full-image controls.","false","","PASS","200","Representative browser checks recorded separately","PASS","","NOT DEPLOYED / UNVERIFIED"
"page","/service-areas/ohio/southeast-ohio/cities/","Southeast Ohio, Ohio Facility Rental Locations","false","unspecified","","","0","0","","Restored original navigation layout; no photo section is intended or missing.","false","","PASS","200","Representative browser checks recorded separately","PASS","","NOT DEPLOYED / UNVERIFIED"
"page","/service-areas/ohio/southwest-ohio/","Southwest Ohio, Ohio Institutional Facility Shower and Restroom Combination Trailer For Rent","true","shower-restroom-combination","model-10","/media/equipment-drive/luxury-shower-restroom-combination-trailers/22ft-luxury-shower-restroom-combination-trailer-6-stalls/luxury-6-stall-shower-restroom-trailer-entry-steps.png | /media/equipment-drive/luxury-shower-restroom-combination-trailers/22ft-luxury-shower-restroom-combination-trailer-6-stalls/luxury-shower-restroom-trailer-sink-vanity-interior.png | /media/equipment-drive/luxury-shower-restroom-combination-trailers/22ft-luxury-shower-restroom-combination-trailer-6-stalls/22ft-6-stall-shower-restroom-trailer-exterior.png | /media/equipment-drive/luxury-shower-restroom-combination-trailers/22ft-luxury-shower-restroom-combination-trailer-6-stalls/22ft-luxury-shower-restroom-combination-trailer-6-stall-exterior.png | /media/equipment-drive/luxury-shower-restroom-combination-trailers/22ft-luxury-shower-restroom-combination-trailer-6-stalls/luxury-shower-restroom-trailer-private-shower-stall.png","2","3","Previous gallery combined different sizes/stall configurations.","Replaced pooled selection with a single verified title-matched model; shared carousel and full-image controls.","false","","PASS","200","Representative browser checks recorded separately","PASS","","NOT DEPLOYED / UNVERIFIED"
"page","/service-areas/ohio/southwest-ohio/cities/","Southwest Ohio, Ohio Facility Rental Locations","false","unspecified","","","0","0","","Restored original navigation layout; no photo section is intended or missing.","false","","PASS","200","Representative browser checks recorded separately","PASS","","NOT DEPLOYED / UNVERIFIED"
"page","/service-areas/oklahoma/","Oklahoma Workforce Camp Laundry Temporary Facilities Long-Term Rental","true","laundry-unspecified","","/media/equipment-drive/laundry-trailers-and-containers/30ft-laundry-trailer-10-washer-dryer/mobile-laundry-trailer-commercial-washers-dryers.png | /media/equipment-drive/laundry-trailers-and-containers/20ft-laundry-container/Laundry Container 7 units 1.png | /media/equipment-drive/laundry-trailers-and-containers/20ft-laundry-container/Laundry Container 7 units 2.png | /media/equipment-drive/laundry-trailers-and-containers/20ft-laundry-container/Laundry Container 7units.png","4","0","Previous laundry gallery mixed trailer and container form factors.","Replaced pooled selection with a single verified title-matched model; shared carousel and full-image controls.","false","","PASS","200","Representative browser checks recorded separately","PASS","","NOT DEPLOYED / UNVERIFIED"
"page","/service-areas/oklahoma/central-oklahoma/","Central Oklahoma, Oklahoma Workforce Housing Sleeper Bunk-Bed Facility Leasing","true","sleeper-trailer","april-two-stall-sleeper","/media/equipment-drive/sleeper-and-accommodation/sleeper-trailer-2-stalls/sleeper-trailer-2-stall-bunk-bed-interior.png | /media/equipment-drive/sleeper-and-accommodation/sleeper-trailer-2-stalls/sleeper-trailer-2-stall-sleeping-room.png","2","0","Previous multi-image sleeper gallery lacked reliable image-to-configuration association.","Replaced pooled selection with a single verified title-matched model; shared carousel and full-image controls.","false","","PASS","200","Representative browser checks recorded separately","PASS","","NOT DEPLOYED / UNVERIFIED"
"page","/service-areas/oklahoma/central-oklahoma/cities/","Central Oklahoma, Oklahoma Facility Rental Locations","false","unspecified","","","0","0","","Restored original navigation layout; no photo section is intended or missing.","false","","PASS","200","Representative browser checks recorded separately","PASS","","NOT DEPLOYED / UNVERIFIED"
"page","/service-areas/oklahoma/green-country/","Green Country, Oklahoma Commercial Food Service Commercial Kitchen Modular Building For Rent","true","kitchen-modular","","","0","0","Previous gallery supplied kitchen trailers for a modular-building title.","Removed unsafe/ambiguous fallback, or added explicit verified-photography pending state.","true","No matching verified photography exists for the title's equipment/configuration.","PASS","200","Representative browser checks recorded separately","PASS","","NOT DEPLOYED / UNVERIFIED"
"page","/service-areas/oklahoma/green-country/cities/","Green Country, Oklahoma Facility Rental Locations","false","unspecified","","","0","0","","Restored original navigation layout; no photo section is intended or missing.","false","","PASS","200","Representative browser checks recorded separately","PASS","","NOT DEPLOYED / UNVERIFIED"
"page","/service-areas/oklahoma/kiamichi-country/","Kiamichi Country, Oklahoma Remote Operations Man Camp Temporary Facilities Rental","true","unspecified","","/media/equipment-drive/sleeper-and-accommodation/20ft-accommodation-contractor/20ft-accommodation-unit-bunk-bed-interior.png | /media/equipment-drive/sleeper-and-accommodation/20ft-accommodation-contractor/20ft-mobile-accommodation-bunk-room-interior.png | /media/equipment-drive/sleeper-and-accommodation/20ft-accommodation-contractor/20ft-accommodation-unit-exterior-side-view.png | /media/equipment-drive/sleeper-and-accommodation/20ft-accommodation-contractor/20ft-portable-accommodation-unit-base-camp.png | /media/equipment-drive/mobile-kitchens/24ft-mobile-kitchen/portable-commercial-kitchen-trailer-interior.png | /media/equipment-drive/mobile-kitchens/24ft-mobile-kitchen/mobile-commercial-kitchen-entry-view.png | /media/equipment-drive/mobile-kitchens/24ft-mobile-kitchen/mobile-kitchen-trailer-prep-counter.png | /media/equipment-drive/mobile-kitchens/24ft-mobile-kitchen/commercial-six-burner-gas-range.png | /media/equipment-drive/mobile-kitchens/24ft-mobile-kitchen/mobile-kitchen-trailer-exterior-service-window.png | /media/equipment-drive/shower-trailers/20-ft-shower-trailer-5-stalls-with-handwashing-sink/mobile-shower-trailer-wash-station.png | /media/equipment-drive/shower-trailers/20-ft-shower-trailer-5-stalls-with-handwashing-sink/multi-station-shower-trailer-exterior.png | /media/equipment-drive/shower-trailers/20-ft-shower-trailer-5-stalls-with-handwashing-sink/private-shower-trailer-stall-interior.png | /media/equipment-drive/shower-trailers/20-ft-shower-trailer-5-stalls-with-handwashing-sink/shower-trailer-exterior-with-private-shower-stall.png | /media/equipment-drive/shower-trailers/20-ft-shower-trailer-5-stalls-with-handwashing-sink/shower-trailer-rear-exterior-view.png | /media/equipment-drive/shower-trailers/20-ft-shower-trailer-5-stalls-with-handwashing-sink/shower-trailer-sink-and-mirror-area.png","7","8","Previous fallback displayed mixed equipment despite an unspecified title.","Replaced pooled selection with a single verified title-matched model; shared carousel and full-image controls.","false","","PASS","200","Representative browser checks recorded separately","PASS","","NOT DEPLOYED / UNVERIFIED"
"page","/service-areas/oklahoma/kiamichi-country/cities/","Kiamichi Country, Oklahoma Facility Rental Locations","false","unspecified","","","0","0","","Restored original navigation layout; no photo section is intended or missing.","false","","PASS","200","Representative browser checks recorded separately","PASS","","NOT DEPLOYED / UNVERIFIED"
